Contract #,Business Size,Schedule,Site,Begin Date,End Date,SIN,Vendor Name,Labor Category,education Level,Minimum Years Experience,Current Year Labor Price,Next Year Labor Price,Second Year Labor Price
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Adult Education Specialist, Junior",Bachelors,5,48.41,49.43,50.46
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Education Specialist for Nations in Crisis/Transition, Junior",Bachelors,5,48.41,49.43,50.46
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Instructional Systems Designer, Junior",Bachelors,5,48.41,49.43,50.46
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Research Design Specialist, Junior",Bachelors,5,48.41,49.43,50.46
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Teacher Training Specialist (2), Junior",Bachelors,5,48.41,49.43,50.46
GS-00F-242GA,small business,Consolidated,Both,6/25/17,6/24/22,"874-501, 874-503, 874-504, 874-507","Alutiiq Commercial Enterprises, LLC",Financial Specialist,Bachelors,5,48.43,49.4,50.39
GS03F132DA,small business,36_Office_Imaging_Document,,8/22/16,8/21/21,51 501,GLOBAL SOLUTIONS GROUP,Computer System Analyst **,Bachelors,7,48.48,,
47QTCA21D000U,small business,MAS Consolidated,Both,10/23/20,10/22/25,54151S,"IntellecTechs, Inc.",Technician II,Bachelors,5,48.55,49.33,50.12
47QRAA18D00EJ,other than small business,Consolidated,Both,8/20/18,8/19/23,382-3 & 382-4,"MID ATLANTIC PROFESSIONALS, INC., dba Simply Staffing",Language/Cultural Instructor V,Bachelors,6,48.61,49.68,50.77
GS-25F-0008P,other than small business,36_Office_Imaging_Document,Blank,10/1/03,9/30/23,"51 501, 51 504, 51 505, 51 506, 51 509, 733 1","ZIMMERMAN ASSOCIATES, INC.",Graphic Artist II,Bachelors,7,48.63,,
GS-00F-0082M,small business,Consolidated,,7/29/02,7/28/22,"541-1, 541-2, 541-3, 541-4A, 541-4C, 541-4D, 541-5",Nova Research Company,Market Research Interviewer II,Bachelors,5,48.65,49.62,50.61
47QTCA21D000U,small business,MAS Consolidated,Both,10/23/20,10/22/25,54151S,"IntellecTechs, Inc.",Systems Administrator,Bachelors,7,48.84,49.62,50.42
47QREA18D000T,small business,736TAPS,,6/7/18,6/6/23,736-5,"Synergy America, Inc.",Compliance Specialist,Bachelors,5,48.89,,
GS-03F-0042U,small business,36_Office_Imaging_Document,Both,3/15/08,3/14/23,51-506,Communitronics,Technical Writer / Editor (36),Bachelors,6,49.01,,
GS-03F-0015V,other than small business,36_Office_Imaging_Document,Both,11/20/08,11/19/23,51-506,"CONDUENT FEDERAL SOLUTIONS, LLC",Technical Writer / Editor (36),Bachelors,6,49.01,,
GS-07F-0229N,small business,736TAPS,,1/22/18,1/21/23,736-5,Corporate Temps INC.,Contract Administrator,Bachelors,5,49.02,,
GS-00F-002HA,small business,Consolidated,Customer,10/1/17,9/30/22,"874-501, 874-507","Operations Services, Inc.",Network Support Technician IV (Georgia Rates),Bachelors,5,49.04,50.02,51.02
GS-02F-016GA,small business,736TAPS,,12/23/16,12/22/21,736-5,"Continental Design Co., INC.",Paralegal / Legal Assistant IV,Bachelors,5,49.06,,
GS-07F-9674S,small business,736TAPS,,9/1/16,8/31/21,736-5,"Career Training Concepts, INC.",Program Coordinator III,Bachelors,5,49.08,50.06,51.06
GS-02F-016GA,small business,736TAPS,,12/23/16,12/22/21,736-5,"Continental Design Co., INC.",Technical Writer III,Bachelors,5,49.09,,
GS-10F-0008P,small business,Logistics,Both,10/2/03,10/1/23,874-501/507,Scientific And Commercial Systems Corporation,Logistics Manager 2,Bachelors,5,49.12,,
GS-10F-0058P,small business,MOBIS,,11/3/03,11/2/23,874-1/RC,1st Choice Staffing Agency,Computer Specialist II (Technical Support),Bachelors,6,49.25,49.25,49.25
47QRAA19D009E,small business,Consolidated,Both,6/19/19,6/18/24,"871-6, 874-7, 520-21",PATRONA CORPORATION,Program Analyst 4,Bachelors,5,49.3,50.54,51.8
47QRAA18D0014,other than small business,Consolidated,Customer,11/3/17,11/2/22,"874-1, 874-4","Vista Technology Services, Inc.",Quality Assurance Analyst,Bachelors,5,49.34,50.57,51.83
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Girl's and Women's Education Specialist, Junior",Bachelors,5,49.35,50.39,51.45
GS-00F-166GA,small business,Consolidated,Both,4/12/17,4/11/22,"874-1, 874-7",PM CONSULTING GROUP LLC,Program Administration,Bachelors,5,49.4,50.34,51.3
47QRAA19D0048,small business,Consolidated,Both,2/8/19,2/7/24,899-1,"Cultural Resource Analysts, Inc.",Archaeological Field/Lab Staff Step III,Bachelors,5,49.4,50.39,51.4
GS-00F-204GA,small business,Consolidated,Both,5/30/17,5/29/22,"874-1, 874-7","The Prometheus Company, Inc.",Analyst 3,Bachelors,5,49.49,50.48,51.49
GS-07F-0532T,small business,736TAPS,,8/9/12,8/8/22,736-5,"Creative Options of District of Columbia, INC.",Graphic Designer,Bachelors,5,49.87,,
47QRAA18D00CG,small business,Consolidated,Customer,7/20/18,7/19/23,"874 507, 874 1",GTANGIBLE,Maintenance and Material Management (3-M) Program Administrator,Bachelors,6,50.25,51.25,52.28
GS-00F-348GA,small business,Consolidated,Both,8/31/17,8/30/22,874-1; 874-4; 874-7; 874-501; 874-507,AWD MANAGEMENT SERVICES,Administrative Specialist I,Bachelors,6,50.3,51.81,53.36
47QTCA19D00DW,small business,IT Schedule 70,Contractor,6/18/19,6/18/24,132-51,"SEMPER VALENS SOLUTIONS, INC.",IT Programmer II,Bachelors,7,50.35,51.39,52.46
GS-00F-247GA,small business,Consolidated,Both,7/7/17,7/6/22,874-1,"TREASURED TOT, LLC",** Technical Writer,Masters,5,50.38,50.38,50.38
47QTCA20D00BX,small business,MAS Consolidated,Contractor,6/30/20,6/29/25,54151S,HAWK ASSOCIATES LLC,PC Network Support Tech IV,Bachelors,6,50.4,51.66,52.95
GS00F0013W,small business,MAS Consolidated,Both,8/19/20,8/18/25,541614; 541614SVC; 561210FS; and 611430,"TOLLIVER GROUP, INC., THE","ASSISTANT, LOGISTICS",Bachelors,5,50.42,51.5,52.61
GS-10F-0135Y,other than small business,Logistics,Both,1/7/12,1/6/22,"874-(501, 503, 504, 505, 507), 871-(1,2,3,4), 100-03","Yang Enterprises, Inc.",Supply Specialist - Lead,Bachelors,6,50.47,50.47,50.47
GS-00F-0001R,small business,Consolidated,Both,10/1/04,3/31/23,"899 1
899 8","Gem Technology International, Corporation",Program Analyst I,Bachelors,5,50.5,50.5,50.5
47QRAA19D008L,small business,Consolidated,Both,6/3/19,6/2/24,520-21,DEFENSE ACQUISITION SUPPORT SERVICES L.L.C. ,Technician Subject Matter Expert 1,Bachelors,6,50.58,51.84,53.14
47QRAA18D00CY,small business,Consolidated,Both,7/28/18,7/27/23,"871 2, 871 5, 874 1, 874 501, 874 505","PRIMETECH INTERNATIONAL, INC.",Senior Logistics Acquisition Specialist,Bachelors,5,50.62,50.62,50.62
47QTCA19D00DW,small business,IT Schedule 70,Contractor,6/18/19,6/18/24,132-51,"SEMPER VALENS SOLUTIONS, INC.",IT Instructor III,Bachelors,7,50.64,51.69,52.76
GS-10F-0008V,other than small business,Logistics,Customer,10/10/08,10/9/23,"874-1, 874-4, 874-6, 874-7, 874-501, 874-504, 874-505, 874-507","Engineering Solutions & Products, Inc.","Instructor, Journeyman",Bachelors,5,50.67,51.68,52.72
GS-10F-0008V,other than small business,Logistics,Customer,10/10/08,10/9/23,"874-1, 874-4, 874-6, 874-7, 874-501, 874-504, 874-505, 874-507","Engineering Solutions & Products, Inc.","Program Assistant, Journeyman",Bachelors,5,50.68,51.69,52.73
GS-21F-073AA,small business,03FAC,Customer,1/31/13,1/30/23,371 001,"Community Bridge, Inc.",Project Manager,Bachelors,5,50.7,,
GS-02F-167AA,small business,736TAPS,,7/27/13,7/28/23,736-5,"Calloway & Associates, INC.",Audit Clerk III,Bachelors,6,50.86,,
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"520-8, 520-12, 520-13, 874-1, 874-7, 874-501, 874-503, 874-504, 874-505, 899-1, 871-6, 871-4","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Administrative Assistant - Senior***,Bachelors,5,50.9,52.17,53.48
GS-07F-0618N,small business,736TAPS,,6/17/18,6/16/23,736-5,"Champion Business Services, INC.",Accountant III,Bachelors,5,50.92,,
GS-00F-320HA,other than small business,Consolidated,Both,5/1/18,4/30/23,874 4,LOYAL SOURCE GOVERNMENT SERVICES LLC ,Instructional Systems Designer,Masters,5,51,52.07,53.17
GS-02F-167AA,small business,736TAPS,,7/27/13,7/28/23,736-5,"Calloway & Associates, INC.",Technical Writer III,Bachelors,7,51.05,,
GS-10F-0262P,other than small business,Logistics,Both,4/1/04,3/31/24,"874-501, 504, 507/RC","Ranger Land System, Inc.",Logistics Specialist 2,Bachelors,5,51.07,52.35,53.66
GS-10F-0162M,small business,MOBIS,Both,2/15/02,2/14/22,874-1,"Military Housing And Lodging Institute, Inc. (d.b.a.) Mhli",Advisor,Bachelors,6,51.11,52.26,53.44
GS-00F-0082M,small business,Consolidated,,7/29/02,7/28/22,874-1,Nova Research Company,Survey Interviewer III,Bachelors,5,51.17,52.19,53.23
GS-23F-0320N,small business,PES,Contractor,8/26/03,8/25/23,871-1; 2; 3; 4; 5; & 6; 874-1; 6; 7; 501; C132-51,"Quantitech, Inc.",IT Administrator III,Bachelors,6,51.2,52.28,53.37
47QRAA18D009P,other than small business,Consolidated,Both,5/18/18,5/17/23,"871.1 , 871.2, 871.3, 871.4, 871.5, 871.6","SGT, LLC.",Human Resources Specialist,Bachelors,5,51.22,52.25,53.29
47QRAA18D00F7,other than small business,Consolidated,Customer,9/6/18,9/5/23,"899-1,899-3,899-8","Versar, Inc.",Field Technician II,Bachelors,7,51.29,52.31,53.36
GS-35F-166GA,small business,IT Schedule 70,Both,1/4/17,1/3/22,132-51,MBA consulting Services Inc.,Administrative Staff - Level IV,Bachelors,7,51.34,51.96,52.58
47QRAA18D0025,small business,Consolidated,Both,12/10/17,12/9/22,"871 2, 874 1, 874 4, 874 7",B3H Corporation,Functional Analyst I,Bachelors,5,51.34,52.31,53.31
GS-10F-0331S,small business,Environmental,Both,7/10/06,7/9/21,899-1/899-1RC,"Bio-west, Inc.",Wetland Specialist II,Bachelors,5,51.4,51.4,
GS-00F-267DA,small business,Consolidated,Both,8/29/16,8/28/21,541-4B,"METRO PRODUCTIONS GOVERNMENT SERVICES, LLC",Media Support Specialist / Media Technician IV - Lead,Bachelors,7,51.4,,
GS23F0092R,small business,MAS Consolidated,Both,1/28/20,1/27/25,561920,MICHAEL J. GIUFFRIDA & ASSOCIATES INC.,Controller,Bachelors,6,51.43,52.97,54.56
GS-10F-0598N,small business,Environmental,Both,9/22/03,9/21/23,"899-1, 899-1RC, 899-7, 899-7RC, 899-8, and 899-8RC","Tetrahedron, Inc.",Admin. Assistant,Bachelors,5,51.45,51.45,51.45
GS-02F-016GA,small business,736TAPS,,12/23/16,12/22/21,736-5,"Continental Design Co., INC.",Unexploded Ordinance Technician III,Bachelors,5,51.47,,
GS-07F-0404U,other than small business,AIMS,Customer,6/17/08,6/16/23,541-4B,York Telecom Corporation,Desktop Publisher/Graphic Designer-II,Bachelors,5,51.49,51.49,51.49
47QRAA18D00CY,small business,Consolidated,Both,7/28/18,7/27/23,"100 03, 871 2, 871 5, 874 1, 874 501, 874 505","PRIMETECH INTERNATIONAL, INC.",Alt Project Lead/Logistics Analyst,Bachelors,5,51.49,51.49,51.49
GS00F354CA,other than small business,MAS Consolidated,Both,9/30/20,9/29/25,"541910, 512110, 541850, 541613, 541620, 611430, 541370GIS, 541715, 541330ENG, 541420, 541380 , 541611",RESEARCH TRIANGLE INSTITUTE,Project Operations 2,Bachelors,6,51.58,52.87,54.19
47QSHA18D0011,other than small business,03FAC,Contractor,3/20/18,3/19/23,871 209,"M.C. DEAN, INC.",COMM TECH I,Bachelors,5,51.61,,
47QRAA21D002B,small business,MAS Consolidated,Both,2/4/21,2/3/26,"541613, 541910, 541511",NOVA RESEARCH COMPANY,Market Research Interviewer II,Bachelors,5,51.62,52.91,54.23
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541613, 541910, 541511",Nova Research Company,Market Research Interviewer II,Bachelors,5,51.62,52.91,54.23
GS-10F-0477P,other than small business,MOBIS,Both,8/6/04,8/5/24,"874-1/RC
874-7/RC","E. F. Kearney, Limited (D.B.A.) Kearney & Company","Educational Technologist / Media Expert, Junior",Bachelors,5,51.63,52.72,53.83
47QRAA18D0025,small business,Consolidated,Both,12/10/17,12/9/22,"871 2, 874 1, 874 4, 874 7",B3H Corporation,Strategic Planner I,Bachelors,5,51.97,52.96,53.96
GS-25F-0008P,other than small business,36_Office_Imaging_Document,Blank,10/1/03,9/30/23,"51 501, 51 504, 51 505, 51 506, 51 509, 733 1","ZIMMERMAN ASSOCIATES, INC.",Records/Information Manager II,Bachelors,5,51.98,,
GS-27F-009BA,other than small business,71_Furniture,,10/2/13,10/1/23,71 1,"United Corporate Furnishings, Inc",Project Management,Bachelors,5,52,,
47QTCA20D00BX,small business,MAS Consolidated,Contractor,6/30/20,6/29/25,54151HACS,HAWK ASSOCIATES LLC,Information Assurance Specialist - - Intermediate,Bachelors,5,52.01,53.31,54.64
GS-10F-0174V,small business,Logistics,Customer,5/8/09,5/7/24,874-501 and 874-507,"Carl Amber Brian Isaiah And Associates Company, Inc. (d.b.a.) Cbai & Associates",Security Administrator,Bachelors,5,52.1,52.1,52.1
GS-21F-046GA,small business,03FAC,,6/26/17,6/25/22,811-002,ALUTIIQ COMMERCIAL ENTERPRISES LLC,Engineer IV,Bachelors,6,52.24,,
47QRAA19D0009,other than small business,Consolidated,Both,10/11/18,10/10/23,"874-1, 874-7","SALMON GROUP, INC.",BUDGET ANALYST 3,Bachelors,7,52.25,53.56,54.9
GS00F0013W,small business,MAS Consolidated,Both,8/19/20,8/18/25,541611; 611430; and 611512,"TOLLIVER GROUP, INC., THE","ANALYST, PROGRAM, RESOURCE MANAGEMENT, LEVEL 2",Bachelors,5,52.29,53.41,54.56
GS00F0013W,small business,MAS Consolidated,Both,8/19/20,8/18/25,541330ENG; 541380; 541420; and 541715,"TOLLIVER GROUP, INC., THE","SPECIALIST, QUALITY ASSURANCE",Bachelors,5,52.31,53.43,54.58
GS00F0013W,small business,MAS Consolidated,Both,8/19/20,8/18/25,541611; 611430; and 611512,"TOLLIVER GROUP, INC., THE","ANALYST, BUDGET, LEVEL 2",Masters,5,52.35,53.48,54.63
GS-00F-0082M,small business,Consolidated,,7/29/02,7/28/22,"541-1, 541-2, 541-3, 541-4A, 541-4C, 541-4D, 541-5",Nova Research Company,Graphic Artist II,Bachelors,5,52.37,53.42,54.49
GS-00F-184GA,small business,Consolidated,Both,5/11/17,5/10/22,541-4B,"INALAB CONSULTING, INC",Media Editor I,Bachelors,5,52.4,53.71,55.05
GS-23F-024BA,small business,FABS,Both,2/19/14,2/18/24,"520-7, 520-8, 520-9, 520-11, 520-12, 520-13, 520-14, 520-17, 520-21, 520-22, C874-1, C874-7","R.t. Mccalpin & Associates, Llc",Administrative Clerk III,Bachelors,6,52.41,53.46,54.53
GS-00F-067GA,small business,Consolidated,Both,12/16/16,12/15/21,"520 1/RC, 520 11/RC, 520 12/RC, 520 13/RC, 520 21/RC, 874 1/RC, 874 7/RC, 595 21/RC","INFORMATION TECHNOLOGY COALITION, INC",Functional Analyst II,Bachelors,5,52.44,53.49,54.56
GS-10F-0008P,small business,Logistics,Both,10/2/03,10/1/23,874-501/507,Scientific And Commercial Systems Corporation,Project Manager 2,Bachelors,5,52.54,,
47QRAA18D000B,small business,Consolidated,Customer,10/20/17,10/19/22,"874 1, 874 7","OPERATIONAL INTELLIGENCE, LLC",Project Control Specialist - Level II,Bachelors,5,52.54,53.86,55.2
47QRAA18D000B,small business,Consolidated,Customer,10/20/17,10/19/22,"874 1, 874 7","OPERATIONAL INTELLIGENCE, LLC",Strategic Planner - Level II,Bachelors,5,52.54,53.86,55.2
GS-00F-0059M,other than small business,Consolidated,Customer,4/23/02,4/22/22,"899-1
899-7",Jardon & Howard Technologies I,Hydrographer,Bachelors,7,52.56,53.61,
GS-10F-0361L,small business,Environmental,Both,8/22/01,8/21/21,"899-1, 5, 8","Source Environmental, Inc. (d.b.a.) AET Environmental",Environmental Compliance Specialist,Bachelors,5,52.62,52.62,
47QRAA18D009U,small business,Consolidated,Both,5/24/18,5/23/23,899-1 & 899-1RC,ALTA ARCHAEOLOGICAL CONSULTING LLC ,Archaeological Technician B,Bachelors,5,52.72,53.78,54.85
GS-35F-717GA,small business,IT Schedule 70,Both,9/29/17,9/28/22,"132 51, 132 51RC",Teksouth Corporation,T020 - Systems Monitor,Bachelors,6,52.81,53.81,54.84
GS-07F-0005N,small business,736TAPS,,10/1/17,9/30/22,736-5,"Ardelle Associates, INC.",Staff Accountant III,Bachelors,5,52.85,,
GS-10F-0174V,small business,Logistics,Customer,5/8/09,5/7/24,874-501 and 874-507,"Carl Amber Brian Isaiah And Associates Company, Inc. (d.b.a.) Cbai & Associates",Network Administrator,Bachelors,5,52.86,52.86,52.86
47QRAA18D00CY,small business,Consolidated,Both,7/28/18,7/27/23,"871 2, 871 5, 874 1, 874 501, 874 505","PRIMETECH INTERNATIONAL, INC.",Senior Logistics Operations Analyst,Bachelors,5,52.87,52.87,52.87
47QRAA18D009D,small business,Consolidated,Both,5/15/18,5/14/23,"874-1, 874-1RC, 874-4, 874-4RC, 874-7, 874-7RC","Apogee Solutions, Inc.",Senior Training Analyst,Bachelors,5,53,53.95,54.92
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,541611,PEERLESS TECHNOLOGIES CORPORATION,Data/Configuration Specialist Associate,Bachelors,5,53.03,53.03,53.03
GS-10F-0057U,other than small business,Logistics,Both,11/30/07,11/29/22,874-501 874-507,SourceAmerica,"Supervisor, General III",Bachelors,7,53.05,54.11,55.19
GS-00F-067GA,small business,Consolidated,Both,12/16/16,12/15/21,"520 1/RC, 520 11/RC, 520 12/RC, 520 13/RC, 520 21/RC, 874 1/RC, 874 7/RC, 595 21/RC","INFORMATION TECHNOLOGY COALITION, INC",Technical Writer/Editor,Bachelors,5,53.11,54.18,55.26
GS-02F-039GA,small business,736TAPS,,6/7/17,6/6/22,736-5,"CAREERS IN NONPROFITS, INC.",Accounting Manager,Bachelors,5,53.12,,
GS-10F-0396P,small business,Environmental,Both,7/1/04,6/30/24,899-1,"Statistical Research, Inc.",Laboratory Director,Masters,5,53.16,53.16,53.16
GS-23F-0119R,small business,AIMS,Both,2/28/05,2/27/25,541-4F,"Red, Inc. (D.B.A.) Red, Inc. Communications",Art Director,Bachelors,6,53.28,53.28,53.28
47QTCA20D00BX,small business,MAS Consolidated,Contractor,6/30/20,6/29/25,54151S,HAWK ASSOCIATES LLC,Software Development Analyst III,Bachelors,5,53.44,54.78,56.15
GS-10F-0469N,small business,Logistics,Customer,6/25/03,6/24/23,"874-501, 874-503, 874-504, 874-505, 874-507","Xotech, LLC",Graphic Artist,Bachelors,5,53.46,54.47,55.51
GS-00F-110GA,small business,Consolidated,Both,2/15/17,2/14/22,"874 1/RC, 874 7/RC","SHABAS SOLUTIONS, LLC",Sr Accountant,Bachelors,5,53.5,54.62,55.77
GS-07F-0404U,other than small business,AIMS,Customer,6/17/08,6/16/23,541-4B,York Telecom Corporation,Graphic Designer-III,Bachelors,6,53.55,53.55,53.55
GS-23F-0030P,small business,AIMS,Both,10/30/03,10/29/23,541-4B,"TRF Productions, Llc",Non-Linear Video Editor I,Bachelors,6,53.55,54.84,
GS00F0013W,small business,MAS Consolidated,Both,8/19/20,8/18/25,541330ENG; 541380; 541420; and 541715,"TOLLIVER GROUP, INC., THE","ANALYST, LOGISTICS, LEVEL II",Bachelors,5,53.64,54.79,55.97
GS-10F-0182T,other than small business,MOBIS,Both,3/14/07,3/13/22,"541-1, 541-2, 541-3, 541-4A, 541-4F, 541-5, 874-1, 874-4 & 874-7","University Research Co., LLC",Survey Analyst (Advisor),Masters,5,53.66,53.66,53.66
GS-00F-242GA,small business,Consolidated,Both,6/25/17,6/24/22,"874-501, 874-503, 874-504, 874-507","Alutiiq Commercial Enterprises, LLC",Engineer IV,Bachelors,6,53.81,54.89,55.99
47QRAA19D009F,small business,Consolidated,Both,6/20/19,6/19/24,"874-1/RC,874-2/RC, 874-4/RC, 874-6/RC, 874-7/RC",Business Strategy Consultants LLC,Technical Writer,Bachelors,5,53.87,55.11,56.38
GS-10F-0320L,small business,Environmental,Both,7/3/01,7/2/21,"899-1, 899-1RC, 899-7, 899-7RC, 899-8, 899-8RC","Terranext, LLC",Engineer/Scientist,Bachelors,5,53.87,53.87,
GS-10F-0058P,small business,MOBIS,,11/3/03,11/2/23,874-1/RC,1st Choice Staffing Agency,Facilitator,Bachelors,5,53.92,53.92,53.92
GS-10F-0281P,small business,Logistics,Both,4/16/04,4/15/24,"874-501, 871-503, 871-504, 871-505, 871-507, 871-5, 871-6, 874-1, 874-6,874-7","DATA MONITOR SYSTEMS, INC",Quality Assurance Analyst,Bachelors,5,53.93,55.01,56.11
ZF253HA,other than small business,IT Schedule 70,Contractor,2/21/18,2/20/23,132-51,DECISIVE ANALYTICS CORPORATION,Cyber Operator,Bachelors,5,54.02,55.64,57.31
47QTCA19D00DW,small business,IT Schedule 70,Contractor,6/18/19,6/18/24,132-51,"SEMPER VALENS SOLUTIONS, INC.",Security Engineer I,Bachelors,5,54.03,55.15,56.29
47QRAA18D00F2,small business,Consolidated,Customer,9/5/18,9/4/23,C132-51; 871-1; 871-2; 871-3; 871-4,"HEBCO, INC.",Senior System Analyst,Bachelors,7,54.05,55.13,56.23
GS-10F-0008P,small business,Logistics,Both,10/2/03,10/1/23,874-501/507,Scientific And Commercial Systems Corporation,Logistics Coordinator 3,Bachelors,7,54.05,,
